DOY_TIME;Year;DOY;Time;TIME_DEC;P;FCO2_final_op;Rnet;CO2;H2O;Air_T;Mean_U;RhoCp
1.00;2000;1;0;0;99.393001;-0.47485101;-7.248820667;774.98;0.33;-15.54;2.38645789;1369.68051
1.01;2000;1;30;0.5;99.401666;-0.08666;-7.48845;774.17;0.33;-15.72;2.03204015;1370.72344
1.04;2000;1;100;1;99.404332;-0.44246;-7.63201;773.97;0.33;-15.86;2.49804413;1371.11757
1.05;2000;1;130;1.5;99.411998;-0.90395;-7.65742;774.02;0.32;-15.98;2.14812214;1372.16347
1.08;2000;1;200;2;99.413332;-1.40545;-9.14801;774.48;0.32;-16.1;1.85223456;1371.49045
1.10;2000;1;230;2.5;99.412999;1.44446;-10.38658;774.72;0.32;-16.22;1.4684739;1376.77814
1.13;2000;1;300;3;99.412999;-0.09511;-9.25939;752.99;1.84;-16.37;1.893780143;1300
1.14;2000;1;330;3.5;99.421001;0.04662;-8.73064;775.22;0.32;-16.44;1.75298714;1375.84681
1.17;2000;1;400;4;99.429666;-0.09516;-8.43635;752.99;1.84;-16.52;1.260943543;1300
1.18;2000;1;430;4.5;99.429999;-0.40821;-8.35675;775.84;0.33;-16.57;1.40651746;1374.27785
1.21;2000;1;500;5;99.432;-0.89778;-8.26937;776.22;0.32;-16.62;1.51933998;1374.9283
1.22;2000;1;530;5.5;99.426;-0.99671;-8.62949;776.30;0.32;-16.71;1.51224436;1375.05626
1.25;2000;1;600;6;99.426666;-0.78982;-8.77603;776.52;0.32;-16.79;1.475111;1374.83866
1.26;2000;1;630;6.5;99.429999;-0.40581;-9.01126;776.52;0.32;-16.85;1.73782739;1375.75052
1.29;2000;1;700;7;99.429999;-0.29794;-8.5892;776.75;0.31;-16.89;2.10591861;1375.65926
1.30;2000;1;730;7.5;99.437335;-0.23075;-8.57311;776.85;0.31;-16.93;1.9562727;1375.83111
1.33;2000;1;800;8;99.439335;-0.12355;-8.22816;776.96;0.31;-17.02;1.6774991;1375.71397
1.35;2000;1;830;8.5;99.45;-0.0967;-7.97592;777.15;0.32;-17.05;1.78053988;1375.66234
1.38;2000;1;900;9;99.452666;-0.19318;-8.24562;777.46;0.32;-17.05;1.59560471;1375.77596
1.39;2000;1;930;9.5;99.463666;-0.14237;-8.20713;777.57;0.32;-17.08;1.48965965;1375.67904
1.42;2000;1;1000;10;99.471;-0.3649;-7.82599;777.49;0.32;-17.1;0.98267267;1375.66075
1.43;2000;1;1030;10.5;99.492002;-0.09547;-7.24239;752.99;1.84;-17.11;1.034436893;1300
1.46;2000;1;1100;11;99.507332;-0.58669;-7.56967;778.39;0.33;-17.11;0.91150261;1375.76376
1.47;2000;1;1130;11.5;99.509998;-0.09553;-7.71539;752.99;1.84;-17.1;1.116152843;1300
1.50;2000;1;1200;12;99.525333;-0.09555;-7.83041;752.99;1.84;-17.14;1.03398155;1300
1.51;2000;1;1230;12.5;99.535334;-0.3091;-7.95228;778.90;0.32;-17.18;1.52433892;1375.45024
1.54;2000;1;1300;13;99.540002;-0.03045;-7.76507;779.15;0.32;-17.23;1.6757145;1374.6655
1.55;2000;1;1330;13.5;99.544335;0.05397;-7.34032;779.18;0.32;-17.25;1.32497126;1373.479
1.58;2000;1;1400;14;99.547001;0.3843;-6.55645;781.12;0.33;-17.26;0.81445581;1374.31646
1.60;2000;1;1430;14.5;99.532667;-0.32852;-6.75022;780.55;0.34;-17.26;0.36555023;1374.2063
1.63;2000;1;1500;15;99.523;-0.09571;-7.91855;752.99;1.84;-17.24;0.945730493;1300
1.64;2000;1;1530;15.5;99.535667;-0.85434;-6.67767;779.76;0.33;-17.23;0.72542509;1373.06053
1.67;2000;1;1600;16;99.550667;-0.09576;-6.73697;752.99;1.84;-17.13;1.423812993;1300
1.68;2000;1;1630;16.5;99.566666;-0.19991;-7.15123;779.85;0.32;-17.12;2.01831616;1375.71674
1.71;2000;1;1700;17;99.586668;-0.00171;-12.2254;780.22;0.33;-17.23;1.6403606;1376.52266
1.72;2000;1;1730;17.5;99.594001;-0.15052;-7.48925;779.28;0.33;-17.3;2.08648506;1375.8394
1.75;2000;1;1800;18;99.598667;-0.09587;-8.05006;752.99;1.84;-17.18;1.625946757;1300
1.76;2000;1;1830;18.5;99.609331;0.00166;-15.10961;787.91;0.30;-17.25;0.98130127;1375.7908
1.79;2000;1;1900;19;99.619001;-0.57412;-11.51492;793.96;0.30;-17.52;1.15670947;1375.62498
1.80;2000;1;1930;19.5;99.623;1.91324;-6.6523;802.71;0.32;-17.47;1.26571043;1375.72194
1.83;2000;1;2000;20;99.630999;0.35899;-4.63984;800.45;0.30;-17.31;1.71903088;1374.35809
1.85;2000;1;2030;20.5;99.652334;0.69073;-3.4743;809.00;0.30;-17.1;1.38225103;1373.58478
1.88;2000;1;2100;21;99.670001;-0.09604;-2.1295;752.99;1.84;-16.86;1.553417543;1300
1.89;2000;1;2130;21.5;99.671334;-0.09607;-2.83823;752.99;1.84;-16.82;1.659720593;1300
1.92;2000;1;2200;22;99.682666;-0.0961;-3.09689;752.99;1.84;-16.84;1.777326157;1300
1.93;2000;1;2230;22.5;99.697001;-0.09613;-3.42802;752.99;1.84;-16.86;1.817206593;1300
1.96;2000;1;2300;23;99.712999;-0.09616;-4.72076;752.99;1.84;-16.81;1.703323807;1300
1.97;2000;1;2330;23.5;99.728668;-0.09619;-6.91926;752.99;1.84;-16.77;1.9122874;1300
2.00;2000;2;0;0;99.764333;-0.09622;-6.74683;752.99;1.84;-16.8;1.519884757;1300
2.01;2000;2;30;0.5;99.784;-0.09625;-6.07472;752.99;1.84;-16.86;1.434954807;1300
2.04;2000;2;100;1;99.798334;-0.09628;-5.93956;752.99;1.84;-16.85;1.419956193;1300
2.05;2000;2;130;1.5;99.808666;-0.09631;-6.54629;752.99;1.84;-16.75;1.87283555;1300
2.08;2000;2;200;2;99.825333;-0.09634;-7.26571;752.99;1.84;-16.62;2.11790305;1300
2.10;2000;2;230;2.5;99.842667;-0.09637;-6.36671;752.99;1.84;-16.56;2.247480843;1300
2.13;2000;2;300;3;99.849667;-0.0964;-7.0719;752.99;1.84;-16.55;2.320813637;1300
2.14;2000;2;330;3.5;99.849333;-0.09643;-7.39777;752.99;1.84;-16.52;2.516546157;1300
2.17;2000;2;400;4;99.856998;-0.09646;-6.95633;752.99;1.84;-16.45;2.804922307;1300
2.18;2000;2;430;4.5;99.865333;-0.09649;-6.74406;752.99;1.84;-16.38;3.0852367;1300
2.21;2000;2;500;5;99.870001;-0.09652;-4.04555;752.99;1.84;-16.31;3.549713213;1300
2.22;2000;2;530;5.5;99.873667;-0.09656;-2.97007;752.99;1.84;-16.3;3.978541243;1300
2.25;2000;2;600;6;99.894001;-0.09659;-2.814;752.99;1.84;-16.57;4.170175993;1300
2.26;2000;2;630;6.5;99.922666;-0.09662;-2.90097;752.99;1.84;-16.78;3.95791805;1300
2.29;2000;2;700;7;99.954667;-0.09665;-3.01277;752.99;1.84;-16.99;3.386093857;1300
2.30;2000;2;730;7.5;99.983;-0.09668;-3.22002;752.99;1.84;-17.12;3.1157697;1300
2.33;2000;2;800;8;100.005;-0.09672;-2.82508;752.99;1.84;-17.22;3.039008613;1300
2.35;2000;2;830;8.5;100.039;-0.09675;-3.33196;752.99;1.84;-17.36;2.875094693;1300
2.38;2000;2;900;9;100.06167;-0.09678;-4.3772;752.99;1.84;-17.47;2.9995836;1300
2.39;2000;2;930;9.5;100.07067;-0.09682;-5.91036;752.99;1.84;-17.52;2.997708793;1300
2.42;2000;2;1000;10;100.099;-0.09685;-8.66257;752.99;1.84;-17.54;2.768148843;1300
2.43;2000;2;1030;10.5;100.12833;-0.09689;-9.03966;752.99;1.84;-17.59;2.224259693;1300
2.46;2000;2;1100;11;100.16667;-0.09692;-10.07827;752.99;1.84;-17.55;2.104806;1300
2.47;2000;2;1130;11.5;100.196;-0.09695;-11.0425;752.99;1.84;-17.46;1.332213993;1300
2.50;2000;2;1200;12;100.22167;-0.09699;-9.7907;752.99;1.84;-17.39;1.034008307;1300
2.51;2000;2;1230;12.5;100.24567;-0.09702;-7.81641;752.99;1.84;-17.38;0.733740381;1300
2.54;2000;2;1300;13;100.265;-0.09706;-7.87322;752.99;1.84;-17.41;0.614608119;1300
2.55;2000;2;1330;13.5;100.27767;-0.09709;-7.54178;752.99;1.84;-17.47;0.7914049;1300
2.58;2000;2;1400;14;100.30133;-0.09713;-7.51779;752.99;1.84;-17.48;0.84885515;1300
2.60;2000;2;1430;14.5;100.329;-0.09717;-7.17524;752.99;1.84;-17.45;0.955372493;1300
2.63;2000;2;1500;15;100.35433;-0.0972;-7.00334;752.99;1.84;-17.36;0.845185831;1300
2.64;2000;2;1530;15.5;100.378;-0.09724;-6.64255;752.99;1.84;-17.25;0.9153046;1300
2.67;2000;2;1600;16;100.40233;-0.09727;-6.55985;752.99;1.84;-17.2;0.657568581;1300
2.68;2000;2;1630;16.5;100.43333;-0.09731;-6.25411;752.99;1.84;-17.16;0.466040969;1300
2.71;2000;2;1700;17;100.46267;-0.09735;-6.45114;752.99;1.84;-17.13;0.181816231;1300
2.72;2000;2;1730;17.5;100.495;-0.09739;-6.66042;752.99;1.84;-17.09;0.2506494;1300
2.75;2000;2;1800;18;100.52467;-0.09742;-6.54715;752.99;1.84;-17.05;0.083735667;1300
2.76;2000;2;1830;18.5;100.554;-0.09746;-7.01217;752.99;1.84;-17.01;0.091127867;1300
2.79;2000;2;1900;19;100.57367;-0.0975;-6.52525;752.99;1.84;-16.98;0.571111981;1300
2.80;2000;2;1930;19.5;100.59967;-0.09754;-5.8778;752.99;1.84;-16.91;1.048390957;1300
2.83;2000;2;2000;20;100.636;-0.09758;-6.36893;752.99;1.84;-16.79;0.964585907;1300
2.85;2000;2;2030;20.5;100.67433;-0.09762;-6.29038;752.99;1.84;-16.81;2.6381693;1300
2.88;2000;2;2100;21;100.70967;-0.09765;-4.56826;752.99;1.84;-16.99;3.088182893;1300
2.89;2000;2;2130;21.5;100.74;-0.09769;-4.47995;752.99;1.84;-17.31;2.86628295;1300
2.92;2000;2;2200;22;100.765;-0.09773;-4.74138;752.99;1.84;-17.45;2.58457585;1300
2.93;2000;2;2230;22.5;100.80267;-0.09777;-4.63354;752.99;1.84;-17.61;2.3357319;1300
2.96;2000;2;2300;23;100.83967;-0.09781;-4.71114;752.99;1.84;-17.62;2.001609843;1300
2.97;2000;2;2330;23.5;100.88267;-0.09786;-4.98675;752.99;1.84;-17.58;1.69574415;1300
3.00;2000;3;0;0;100.927;-0.0979;-5.37552;752.99;1.84;-17.55;1.582316787;1300
3.01;2000;3;30;0.5;100.96433;-0.09794;-6.59269;752.99;1.84;-17.55;1.79505675;1300
3.04;2000;3;100;1;100.99067;-0.09798;-8.1071;752.99;1.84;-17.61;1.614322843;1300
3.05;2000;3;130;1.5;101.03067;-0.09802;-8.20197;752.99;1.84;-17.7;1.42866075;1300
3.08;2000;3;200;2;101.08033;-0.09806;-7.79114;752.99;1.84;-17.74;1.07238885;1300
3.10;2000;3;230;2.5;101.11633;-0.09811;-7.58106;752.99;1.84;-17.77;1.093815543;1300
3.13;2000;3;300;3;101.138;-0.09815;-7.55246;752.99;1.84;-17.78;1.23999895;1300
3.14;2000;3;330;3.5;101.16267;-0.09819;-8.01532;752.99;1.84;-17.83;1.0737548;1300
3.17;2000;3;400;4;101.19;-0.09824;-8.89493;752.99;1.84;-17.9;1.259898993;1300
3.18;2000;3;430;4.5;101.22433;-0.09828;-8.89621;752.99;1.84;-17.99;1.489860693;1300
3.21;2000;3;500;5;101.249;-0.09832;-8.81552;752.99;1.84;-18.04;1.7813169;1300
3.22;2000;3;530;5.5;101.27867;-0.09837;-8.94477;752.99;1.84;-18.13;3.282281737;1300
3.25;2000;3;600;6;101.32;-0.18253;-9.82408;752.99;1.84;-18.35;3.360408693;1300
3.26;2000;3;630;6.5;101.34567;-0.10652;-9.36109;752.99;1.84;-18.65;3.21098445;1300
3.29;2000;3;700;7;101.367;-0.16191;-9.75161;752.99;1.84;-18.83;3.772497087;1300
3.30;2000;3;730;7.5;101.40367;-0.16964;-8.25927;752.99;1.84;-19;3.239214057;1300
3.33;2000;3;800;8;101.432;-0.06468;-8.66629;752.99;1.84;-19.29;3.080549643;1300
3.35;2000;3;830;8.5;101.473;0.03862;-8.92752;752.99;1.84;-19.66;2.818340757;1300
3.38;2000;3;900;9;101.495;0.17171;-9.83186;752.99;1.84;-20.08;2.890173737;1300
3.39;2000;3;930;9.5;101.52433;0.17171;-9.48063;752.99;1.84;-20.32;2.632437693;1300
3.42;2000;3;1000;10;101.56567;0.17171;-8.84287;752.99;1.84;-20.45;2.407912957;1300
3.43;2000;3;1030;10.5;101.59667;0.17171;-8.31614;752.99;1.84;-20.56;2.567354193;1300
3.46;2000;3;1100;11;101.632;0.17171;-8.44209;752.99;1.84;-20.69;2.286263057;1300
3.47;2000;3;1130;11.5;101.64367;0.17171;-7.90239;752.99;1.84;-20.86;2.75716765;1300
3.50;2000;3;1200;12;101.67767;0.17171;-8.53629;752.99;1.84;-21.17;3.040669207;1300
3.51;2000;3;1230;12.5;101.69367;-0.01201;-7.95553;752.99;1.84;-21.61;2.47096095;1300
3.54;2000;3;1300;13;101.70233;-0.01201;-7.51493;752.99;1.84;-21.96;2.038383307;1300
3.55;2000;3;1330;13.5;101.727;0.13968;-7.53567;752.99;1.84;-22.16;2.2225991;1300
3.58;2000;3;1400;14;101.75733;0.06987;-7.20346;752.99;1.84;-22.14;2.30077965;1300
3.60;2000;3;1430;14.5;101.77433;0.06435;-7.44592;752.99;1.84;-22.12;2.22460785;1300
3.63;2000;3;1500;15;101.787;0.04599;-7.27343;752.99;1.84;-22.18;2.348454037;1300
3.64;2000;3;1530;15.5;101.79;0.04599;-7.12438;752.99;1.84;-22.16;2.309725257;1300
3.67;2000;3;1600;16;101.79633;0.04599;-8.00097;752.99;1.84;-21.84;2.499297743;1300
3.68;2000;3;1630;16.5;101.80866;0.04599;-8.11807;752.99;1.84;-21.72;2.615457007;1300
3.71;2000;3;1700;17;101.81;0.04599;-8.34986;752.99;1.84;-21.65;3.333946707;1300
3.72;2000;3;1730;17.5;101.828;0.04599;-8.36274;752.99;1.84;-21.66;3.265434993;1300
3.75;2000;3;1800;18;101.84567;0.08441;-7.99193;752.99;1.84;-21.77;3.4006908;1300
3.76;2000;3;1830;18.5;101.86;0.13141;-8.83116;752.99;1.84;-22.09;3.415662657;1300
3.79;2000;3;1900;19;101.887;0.17171;-9.49194;752.99;1.84;-22.45;3.55311475;1300
3.80;2000;3;1930;19.5;101.89967;0.17171;-7.65324;752.99;1.84;-22.8;3.583379943;1300
3.83;2000;3;2000;20;101.91233;0.17171;-6.49469;752.99;1.84;-23.34;3.44062475;1300
3.85;2000;3;2030;20.5;101.92867;0.19477;-5.558;752.99;1.84;-23.88;3.374041357;1300
3.88;2000;3;2100;21;101.92667;0.22421;-4.2164;752.99;1.84;-24.17;2.906082957;1300
3.89;2000;3;2130;21.5;101.93367;0.22421;-4.43242;752.99;1.84;-24.08;2.6098861;1300
3.92;2000;3;2200;22;101.95133;0.17171;-5.9464;752.99;1.84;-23.5;2.4511145;1300
3.93;2000;3;2230;22.5;101.96;0.17171;-7.72677;752.99;1.84;-22.88;3.123429707;1300
3.96;2000;3;2300;23;101.97333;0.17171;-10.49928;752.99;1.84;-22.51;3.401065793;1300
3.97;2000;3;2330;23.5;101.97933;0.17171;-11.53133;752.99;1.84;-22.42;3.724233493;1300
4.00;2000;4;0;0;101.97733;0.17171;-8.92692;752.99;1.84;-22.31;3.65580205;1300
4.01;2000;4;30;0.5;101.978;0.17171;-6.72398;752.99;1.84;-22.12;4.186808443;1300
4.04;2000;4;100;1;101.994;0.17171;-6.12862;752.99;1.84;-21.95;4.75338305;1300
4.05;2000;4;130;1.5;101.978;0.17171;-6.13831;752.99;1.84;-21.51;5.976176107;1300
4.08;2000;4;200;2;101.97933;0.17171;-6.1782;752.99;1.84;-21.07;6.004378957;1300
4.10;2000;4;230;2.5;101.97033;0.17171;-7.09582;752.99;1.84;-20.91;6.314610387;1300
4.13;2000;4;300;3;101.97033;0.17171;-6.71452;752.99;1.84;-21.05;6.14070615;1300
4.14;2000;4;330;3.5;101.97167;0.17171;-7.11416;752.99;1.84;-21.28;5.423957393;1300
4.17;2000;4;400;4;101.962;0.17171;-6.74872;752.99;1.84;-21.32;5.737295557;1300
4.18;2000;4;430;4.5;101.95733;0.17171;-7.51185;752.99;1.84;-21.11;5.894969093;1300
4.21;2000;4;500;5;101.95833;0.17171;-7.13085;752.99;1.84;-20.95;5.98048825;1300
4.22;2000;4;530;5.5;101.961;0.17171;-6.89386;752.99;1.84;-20.71;6.3760513;1300
4.25;2000;4;600;6;101.96133;0.17171;-6.68146;752.99;1.84;-20.67;6.238786743;1300
4.26;2000;4;630;6.5;101.94733;0.17171;-8.14872;752.99;1.84;-21.17;5.992755043;1300
4.29;2000;4;700;7;101.94267;0.17171;-7.95295;752.99;1.84;-21.36;5.62373425;1300
4.30;2000;4;730;7.5;101.944;0.17171;-9.77274;752.99;1.84;-21.39;5.212717243;1300
4.33;2000;4;800;8;101.944;0.17171;-9.01271;752.99;1.84;-21.41;5.377407907;1300
4.35;2000;4;830;8.5;101.93867;0.17171;-8.15275;752.99;1.84;-21.48;5.860338243;1300
4.38;2000;4;900;9;101.92;0.17171;-7.79662;752.99;1.84;-21.52;6.611369613;1300
4.39;2000;4;930;9.5;101.887;0.17171;-8.9962;752.99;1.84;-21.42;6.766445193;1300
4.42;2000;4;1000;10;101.869;0.17171;-14.69999;752.99;1.84;-21.16;6.404950543;1300
4.43;2000;4;1030;10.5;101.86033;0.04599;-28.54906;752.99;1.84;-21.12;5.927992943;1300
4.46;2000;4;1100;11;101.845;-0.43172;-45.48766;752.99;1.84;-21.93;6.266802057;1300
4.47;2000;4;1130;11.5;101.847;0.04673;-29.00633;752.99;1.84;-22.39;6.077497457;1300
4.50;2000;4;1200;12;101.81967;-0.4692;-39.34811;752.99;1.84;-22.77;5.839045493;1300
4.51;2000;4;1230;12.5;101.83167;-0.15665;-52.13264;752.99;1.84;-24.13;5.140321893;1300
4.54;2000;4;1300;13;101.84667;-0.05417;-48.44146;752.99;1.84;-24.82;4.260703607;1300
4.55;2000;4;1330;13.5;101.84767;-0.01351;-47.18327;752.99;1.84;-25.47;4.349677813;1300
4.58;2000;4;1400;14;101.81967;0.23024;-35.74729;752.99;1.84;-26.19;5.27614015;1300
4.60;2000;4;1430;14.5;101.79767;-0.05152;-42.60022;752.99;1.84;-26.55;5.80275405;1300
4.63;2000;4;1500;15;101.78033;-0.08992;-39.14077;752.99;1.84;-27.14;5.8187437;1300
4.64;2000;4;1530;15.5;101.76433;-0.0888;-39.50303;752.99;1.84;-27.38;5.655526093;1300
4.67;2000;4;1600;16;101.73133;0.23024;-35.75937;752.99;1.84;-27.66;5.87539045;1300
4.68;2000;4;1630;16.5;101.73133;0.23024;-32.41561;752.99;1.84;-27.85;5.3546421;1300
4.71;2000;4;1700;17;101.72467;-0.0943;-24.57198;752.99;1.84;-27.8;5.617038443;1300
4.72;2000;4;1730;17.5;101.70733;-0.09039;-18.33966;752.99;1.84;-27.63;5.26119505;1300
4.75;2000;4;1800;18;101.66967;-0.09041;-11.06703;752.99;1.84;-27.46;5.593415543;1300
4.76;2000;4;1830;18.5;101.645;-0.09043;2.4981;752.99;1.84;-26.95;6.107843;1300
4.79;2000;4;1900;19;101.618;-0.09045;4.3884;752.99;1.84;-26.72;6.052696143;1300
4.80;2000;4;1930;19.5;101.58867;-0.09047;-4.7718;752.99;1.84;-26.58;5.560150643;1300
4.83;2000;4;2000;20;101.56833;-0.09096;5.49871;752.99;1.84;-26.43;5.627001843;1300
4.85;2000;4;2030;20.5;101.562;-0.0924;9.20724;752.99;1.84;-25.96;5.857043893;1300
4.88;2000;4;2100;21;101.533;0.52486;14.66328;752.99;1.84;-25.51;6.337027957;1300
4.89;2000;4;2130;21.5;101.52833;-0.09055;3.61135;752.99;1.84;-25.31;6.848937807;1300
4.92;2000;4;2200;22;101.518;-0.09057;-13.42549;752.99;1.84;-25.44;6.729216387;1300
4.93;2000;4;2230;22.5;101.53033;-0.09059;-9.96974;752.99;1.84;-25.39;6.146598537;1300
4.96;2000;4;2300;23;101.52367;-0.09061;-4.44851;752.99;1.84;-25.32;5.812904907;1300
4.97;2000;4;2330;23.5;101.52833;-0.09063;-12.29111;752.99;1.84;-25.63;5.722216593;1300
5.00;2000;5;0;0;101.52933;-0.09065;-2.28038;752.99;1.84;-25.46;5.936884957;1300
5.01;2000;5;30;0.5;101.52;-0.09067;-5.06504;752.99;1.84;-25.27;5.905361;1300
5.04;2000;5;100;1;101.52267;-0.09069;3.802;752.99;1.84;-25.09;5.99366565;1300
5.05;2000;5;130;1.5;101.509;-0.09273;9.3125;752.99;1.84;-24.88;6.08863935;1300
5.08;2000;5;200;2;101.50133;-0.09276;8.71207;752.99;1.84;-24.8;5.83842945;1300
5.10;2000;5;230;2.5;101.499;-0.0928;9.49606;752.99;1.84;-24.76;5.84341115;1300
5.13;2000;5;300;3;101.47833;-0.09283;8.72164;752.99;1.84;-24.67;5.7769617;1300
5.14;2000;5;330;3.5;101.46467;-0.09133;7.65045;752.99;1.84;-24.51;5.361525443;1300
5.17;2000;5;400;4;101.46133;-0.09083;0.88369;752.99;1.84;-24.38;5.001530687;1300
5.18;2000;5;430;4.5;101.46967;0.22421;1.34136;752.99;1.84;-24.18;5.118948793;1300
5.21;2000;5;500;5;101.45167;0.17171;-5.91828;752.99;1.84;-23.83;5.128912113;1300
5.22;2000;5;530;5.5;101.436;0.19477;-24.30896;752.99;1.84;-23.88;4.7584451;1300
5.25;2000;5;600;6;101.417;0.19862;-30.90547;752.99;1.84;-24.07;4.405574657;1300
5.26;2000;5;630;6.5;101.40766;0.23024;-37.86692;752.99;1.84;-24.31;4.14513355;1300
5.29;2000;5;700;7;101.39633;-0.05671;-42.87971;752.99;1.84;-24.76;4.286737087;1300
5.30;2000;5;730;7.5;101.40567;-0.05671;-43.62724;752.99;1.84;-25.23;3.71301125;1300
5.33;2000;5;800;8;101.433;-0.02797;-41.21778;752.99;1.84;-25.76;3.277541087;1300
5.35;2000;5;830;8.5;101.439;-0.09588;-38.85152;752.99;1.84;-26.46;3.831473907;1300
5.38;2000;5;900;9;101.43133;-0.09659;-39.81475;752.99;1.84;-27.17;4.080558987;1300
5.39;2000;5;930;9.5;101.438;-0.05326;-39.80322;752.99;1.84;-27.9;4.00749408;1300
5.42;2000;5;1000;10;101.44833;-0.05326;-39.66418;752.99;1.84;-28.15;4.2184931;1300
5.43;2000;5;1030;10.5;101.43167;-0.05326;-39.51876;752.99;1.84;-28.35;4.518225357;1300
5.46;2000;5;1100;11;101.44633;-0.05326;-39.77464;752.99;1.84;-28.41;4.01207395;1300
5.47;2000;5;1130;11.5;101.44;-0.02849;-39.27984;752.99;1.84;-28.59;4.19318285;1300
5.50;2000;5;1200;12;101.44134;-0.02637;-38.91316;752.99;1.84;-28.87;4.016519957;1300
5.51;2000;5;1230;12.5;101.44433;-0.0316;-38.75266;752.99;1.84;-29.03;4.0433301;1300
5.54;2000;5;1300;13;101.453;-0.10441;-38.74559;752.99;1.84;-29.24;3.988745613;1300
5.55;2000;5;1330;13.5;101.46867;-0.10441;-37.9519;752.99;1.84;-29.48;4.316145107;1300
5.58;2000;5;1400;14;101.45367;-0.11904;-37.49275;752.99;1.84;-29.83;4.260382207;1300
5.60;2000;5;1430;14.5;101.44667;-0.01428;-31.75549;752.99;1.84;-29.72;4.23576835;1300
5.63;2000;5;1500;15;101.42667;-0.10441;-34.94422;752.99;1.84;-29.41;4.192191893;1300
5.64;2000;5;1530;15.5;101.42533;-0.10441;-35.52186;752.99;1.84;-29.49;4.443928443;1300
5.67;2000;5;1600;16;101.418;-0.10441;-35.75678;752.99;1.84;-29.51;4.82746575;1300
5.68;2000;5;1630;16.5;101.43233;-0.10441;-37.254;752.99;1.84;-29.52;4.712779543;1300
5.71;2000;5;1700;17;101.42833;-0.10441;-39.72632;752.99;1.84;-29.6;4.25119555;1300
5.72;2000;5;1730;17.5;101.43;-0.10441;-38.67611;752.99;1.84;-29.67;4.4722384;1300
5.75;2000;5;1800;18;101.427;-0.10441;-39.74659;752.99;1.84;-29.47;3.793334493;1300
5.76;2000;5;1830;18.5;101.41967;-0.10441;-36.75548;752.99;1.84;-29.57;4.096307507;1300
5.79;2000;5;1900;19;101.399;-0.10441;-37.29318;752.99;1.84;-29.67;4.607654907;1300
5.80;2000;5;1930;19.5;101.39167;-0.10441;-37.77344;752.99;1.84;-29.34;4.0262959;1300
5.83;2000;5;2000;20;101.40367;-0.00377;-31.98541;752.99;1.84;-29.1;3.687085037;1300
5.85;2000;5;2030;20.5;101.38967;-0.21269;-27.90517;752.99;1.84;-28.03;4.336393387;1300
5.88;2000;5;2100;21;101.37033;-0.18566;-28.29569;752.99;1.84;-27.05;5.767614343;1300
5.89;2000;5;2130;21.5;101.37633;-0.1006;-25.30023;752.99;1.84;-25.3;5.698406157;1300
5.92;2000;5;2200;22;101.375;0.17947;-29.96953;752.99;1.84;-24.99;5.716592093;1300
5.93;2000;5;2230;22.5;101.36633;-0.03015;-29.1329;752.99;1.84;-28.18786;5.53293875;1300
5.96;2000;5;2300;23;101.34767;0.17947;-30.17946;752.99;1.84;-28.73253;5.790996113;1300
5.97;2000;5;2330;23.5;101.33833;-0.28844;-40.07013;752.99;1.84;-30.31276;6.143946907;1300
6.00;2000;6;0;0;101.339;-0.05152;-42.32316;752.99;1.84;-26.56;6.319967;1300
6.01;2000;6;30;0.5;101.352;-0.07229;-41.31961;752.99;1.84;-26.79;6.5987815;1300
6.04;2000;6;100;1;101.36767;-0.10295;-39.98196;752.99;1.84;-26.8;6.740465307;1300
6.05;2000;6;130;1.5;101.366;-0.09529;-40.84969;752.99;1.84;-26.68;6.609227;1300
6.08;2000;6;200;2;101.33833;-0.09588;-39.26839;752.99;1.84;-26.69;7.171677;1300
6.10;2000;6;230;2.5;101.32433;-0.09529;-40.83817;752.99;1.84;-26.68;7.505397307;1300
6.13;2000;6;300;3;101.305;-0.05152;-43.516;752.99;1.84;-26.69;7.197656887;1300
6.14;2000;6;330;3.5;101.29267;-0.09526;-39.44401;752.99;1.84;-26.74;7.226047193;1300
6.17;2000;6;400;4;101.29867;0.23024;-35.38083;752.99;1.84;-26.75;6.801531387;1300
6.18;2000;6;430;4.5;101.26567;-0.0822;-41.80149;752.99;1.84;-26.84;6.71689592;1300
6.21;2000;6;500;5;101.239;-0.05152;-42.7079;752.99;1.84;-27.05;7.764124387;1300
6.22;2000;6;530;5.5;101.21033;-0.12371;-27.01508;752.99;1.84;-26.39;7.970088113;1300
6.25;2000;6;600;6;101.19167;-0.1059;-26.36124;752.99;1.84;-25.86;7.732252274;1300
6.26;2000;6;630;6.5;101.17833;-0.10264;-25.74522;752.99;1.84;-25.86;7.939555193;1300
6.29;2000;6;700;7;101.18767;0.13959;-29.47955;752.99;1.84;-26.11;7.018476387;1300
6.30;2000;6;730;7.5;101.18233;-0.0927;-19.27045;752.99;1.84;-26.18;7.71162892;1300
6.33;2000;6;800;8;101.19667;-0.09275;-7.66851;752.99;1.84;-25.71;7.822779807;1300
6.35;2000;6;830;8.5;101.19333;-0.0928;-6.79028;752.99;1.84;-25.56;7.717789274;1300
6.38;2000;6;900;9;101.18667;-0.09285;-6.11179;752.99;1.84;-25.65;7.679489;1300
6.39;2000;6;930;9.5;101.18667;-0.0929;-8.01977;752.99;1.84;-25.78;6.9250025;1300
6.42;2000;6;1000;10;101.20167;-0.09295;-10.62198;752.99;1.84;-26.05;6.445580807;1300
