DOY_TIME;Year;DOY;Time;TIME_DEC;P;FCO2_final_op;Rnet;CO2;H2O;Air_T;Mean_U;RhoCp
150.54;2000;150;1300;13;101.07067;-0.41173;383.40665;738.01;3.50;-0.106;4.5247982;1322.8508
150.55;2000;150;1330;13.5;101.05667;-0.54554;350.48883;735.83;3.50;0.063;4.33275644;1318.37829
150.58;2000;150;1400;14;101.024;-0.11326;484.19196;731.48;3.52;1.058;3.84384127;1313.46136
150.60;2000;150;1430;14.5;100.96733;-0.21517;478.73184;684.49;5.96;1.807;3.2433655;1300
150.63;2000;150;1500;15;100.91633;-0.71366;414.81113;731.46;3.59;2.462;3.35502205;1306.10972
150.64;2000;150;1530;15.5;100.892;-0.50647;252.79776;730.05;3.60;2.293;3.14204494;1303.37141
150.67;2000;150;1600;16;100.88133;-0.966;266.68652;727.95;3.60;2.721;2.96693246;1298.67091
150.68;2000;150;1630;16.5;100.85433;-0.31029;283.43616;728.48;3.60;3.476;2.18065379;1298.37154
150.71;2000;150;1700;17;100.83633;-0.43209;164.10759;729.10;3.60;3.161;2.77630559;1300.72234
150.72;2000;150;1730;17.5;100.81;-0.35245;175.41479;729.28;3.60;2.762;1.60806523;1301.27977
150.75;2000;150;1800;18;100.75233;0.00005;104.45614;684.49;5.96;2.498;1.2477929;1300
150.76;2000;150;1830;18.5;100.71033;-0.08676;82.08027;727.54;3.60;2.723;2.2343206;1298.58493
150.79;2000;150;1900;19;100.687;-0.15101;84.2859;726.95;3.60;2.741;2.33018283;1297.24105
150.80;2000;150;1930;19.5;100.615;0.13801;86.9485;726.22;3.60;2.947;3.14844841;1295.751
150.83;2000;150;2000;20;100.57433;0.15604;44.49363;684.49;5.96;2.973;3.0145287;1300
150.85;2000;150;2030;20.5;100.52467;0.21942;20.22595;684.49;5.96;2.634;3.92987598;1300
150.88;2000;150;2100;21;100.491;0.21461;31.80352;684.49;5.96;2.407;4.948205043;1300
150.89;2000;150;2130;21.5;100.461;0.24168;28.80684;684.49;5.96;2.127;4.761793043;1300
150.92;2000;150;2200;22;100.43367;0.23785;23.07887;684.49;5.96;1.931;4.800414557;1300
150.93;2000;150;2230;22.5;100.41533;0.23488;19.70504;684.49;5.96;1.98;4.900155743;1300
150.96;2000;150;2300;23;100.40866;0.26326;10.149;684.49;5.96;2.395;4.2498296;1300
150.97;2000;150;2330;23.5;100.381;0.27501;2.60451;684.49;5.96;2.395;4.169747487;1300
151.00;2000;151;0;0;100.36133;0.27795;2.4095;684.49;5.96;2.258;4.820903807;1300
151.01;2000;151;30;0.5;100.36867;0.27501;2.45131;684.49;5.96;2.467;3.721555107;1300
151.04;2000;151;100;1;100.354;0.23109;1.7436;684.49;5.96;2.385;2.73113425;1300
151.05;2000;151;130;1.5;100.321;0.23627;1.52248;684.49;5.96;1.756;2.014599707;1300
151.08;2000;151;200;2;100.303;0.23263;1.03465;684.49;5.96;1.499;1.845811113;1300
151.10;2000;151;230;2.5;100.28934;0.23195;1.98127;684.49;5.96;1.347;2.44332055;1300
151.13;2000;151;300;3;100.277;0.23195;1.98951;684.49;5.96;1.358;3.8835943;1300
151.14;2000;151;330;3.5;100.27933;0.21537;1.64946;684.49;5.96;1.065;4.895709737;1300
151.17;2000;151;400;4;100.27033;0.20376;4.06043;684.49;5.96;0.608;4.8826662;1300
151.18;2000;151;430;4.5;100.27433;0.19641;7.01215;684.49;5.96;0.336;4.730510057;1300
151.21;2000;151;500;5;100.282;0.1918;5.84255;684.49;5.96;0.188;4.462971393;1300
151.22;2000;151;530;5.5;100.30333;0.22341;11.6106;684.49;5.96;0.076;3.77038115;1300
151.25;2000;151;600;6;100.332;0.20751;17.70277;684.49;5.96;0.018;4.677077307;1300
151.26;2000;151;630;6.5;100.37333;0.20802;28.88205;684.49;5.96;-0.229;5.3194488;1300
151.29;2000;151;700;7;100.41;0.19487;19.32108;684.49;5.96;-0.5;6.108137643;1300
151.30;2000;151;730;7.5;100.45267;0.05747;53.88942;684.49;5.96;-0.865;6.727154043;1300
151.33;2000;151;800;8;100.509;-0.14957;105.13834;735.39;3.60;-0.968;6.78883077;1322.90363
151.35;2000;151;830;8.5;100.57167;-0.07787;134.68671;738.53;3.60;-0.991;6.9324861;1323.12047
151.38;2000;151;900;9;100.62533;-0.43838;138.0582;738.14;3.60;-1.14;6.80878521;1323.12743
151.39;2000;151;930;9.5;100.67567;-0.45585;155.5898;737.72;3.60;-1.202;6.41542844;1321.32173
151.42;2000;151;1000;10;100.71867;-0.16389;132.14619;738.07;3.60;-1.321;6.04689628;1318.74952
151.43;2000;151;1030;10.5;100.76433;-0.22792;162.0249;738.44;3.60;-1.14;6.01811951;1317.4276
151.46;2000;151;1100;11;100.80967;-0.46701;181.90204;738.55;3.60;-1.147;5.6386976;1315.90462
151.47;2000;151;1130;11.5;100.85567;-0.36278;195.84647;738.86;3.59;-1.007;5.71776822;1317.97871
151.50;2000;151;1200;12;100.88533;-0.33126;203.57097;738.66;3.59;-0.908;5.61823617;1320.38961
151.51;2000;151;1230;12.5;100.91567;-0.42018;219.56284;739.48;3.60;-0.679;5.28339557;1320.67669
151.54;2000;151;1300;13;100.94767;-0.41182;174.65581;739.24;3.58;-0.984;5.13061511;1319.87571
151.55;2000;151;1330;13.5;100.97;-0.04036;218.8542;740.05;3.51;-0.778;5.23964691;1320.06292
151.58;2000;151;1400;14;100.98133;0.04819;186.58496;740.36;3.40;-0.984;5.29706787;1318.73043
151.60;2000;151;1430;14.5;100.99833;-0.02209;197.92616;741.13;3.37;-1.091;4.52327098;1317.91193
151.63;2000;151;1500;15;101.021;0.01661;151.95366;741.02;3.43;-1.314;4.40444979;1316.25276
151.64;2000;151;1530;15.5;101.03767;0.16293;162.8177;684.49;5.96;-1.127;4.5525884;1300
151.67;2000;151;1600;16;101.05;0.1342;145.90239;684.49;5.96;-1.15;4.139937557;1300
151.68;2000;151;1630;16.5;101.05433;0.12675;121.19643;684.49;5.96;-1.225;4.266006707;1300
151.71;2000;151;1700;17;101.06333;0.10011;116.9072;684.49;5.96;-1.239;4.235098793;1300
151.72;2000;151;1730;17.5;101.077;-0.11694;113.8807;741.77;3.54;-1.407;4.1149334;1317.63747
151.75;2000;151;1800;18;101.095;-0.29483;100.84243;743.27;3.54;-1.474;3.53333056;1318.751
151.76;2000;151;1830;18.5;101.10667;0.34401;77.0174;743.45;3.43;-1.7;3.54171923;1318.84505
151.79;2000;151;1900;19;101.10966;-0.15423;75.1293;743.60;3.41;-1.785;3.39967284;1319.84505
151.80;2000;151;1930;19.5;101.108;0.0174;67.18376;743.20;3.26;-1.915;3.46043322;1320.72147
151.83;2000;151;2000;20;101.102;0.02985;65.68169;743.45;3.27;-2.008;3.70284151;1321.49401
151.85;2000;151;2030;20.5;101.11233;0.08342;48.48097;744.30;3.19;-2.178;3.45837011;1323.12782
151.88;2000;151;2100;21;101.11066;0.09013;34.47435;744.66;3.13;-2.464;3.15807705;1324.00489
151.89;2000;151;2130;21.5;101.111;0.04755;29.27938;744.85;3.15;-2.581;2.96216755;1324.68496
151.92;2000;151;2200;22;101.10966;0.1017;23.12433;745.15;3.16;-2.647;3.16650737;1325.0515
151.93;2000;151;2230;22.5;101.11066;0.1844;13.05348;745.81;3.15;-2.757;3.15264512;1326.11888
151.96;2000;151;2300;23;101.10966;0.22104;2.4259;745.99;3.15;-2.972;3.13515327;1326.47604
151.97;2000;151;2330;23.5;101.09567;0.18096;-1.88842;745.93;3.20;-3.064;3.15103514;1326.67022
152.00;2000;152;0;0;101.09134;0.2217;-3.3134;746.36;3.24;-3.069;3.62298586;1327.52496
152.01;2000;152;30;0.5;101.09167;0.19459;-7.38108;746.88;3.25;-3.22;3.31915293;1328.29781
152.04;2000;152;100;1;101.08533;0.20418;-8.83446;747.28;3.25;-3.363;3.11915006;1328.8566
152.05;2000;152;130;1.5;101.06533;0.18675;-8.67232;684.49;5.96;-3.48;2.690932493;1300
152.08;2000;152;200;2;101.05033;0.18521;-10.48243;684.49;5.96;-3.489;2.017599493;1300
152.10;2000;152;230;2.5;101.046;0.09556;-10.09224;747.22;3.27;-3.508;2.44070674;1328.89023
152.13;2000;152;300;3;101.04033;0.12049;-8.79637;746.95;3.28;-3.523;2.52377513;1328.83158
152.14;2000;152;330;3.5;101.03533;0.14647;-6.98107;747.86;3.25;-3.497;3.06576477;1329.15181
152.17;2000;152;400;4;101.023;0.13518;-5.88929;747.43;3.20;-3.538;3.40493071;1329.31056
152.18;2000;152;430;4.5;101.03367;0.14334;0.81587;747.35;3.15;-3.536;3.41276175;1329.79108
152.21;2000;152;500;5;101.03834;0.13003;3.74973;747.55;3.09;-3.653;3.60861373;1330.1946
152.22;2000;152;530;5.5;101.02967;-0.02954;5.1916;747.57;3.04;-3.755;3.41913274;1330.9404
152.25;2000;152;600;6;101.02267;0.09116;11.49447;747.22;3.08;-3.82;3.71418334;1330.86171
152.26;2000;152;630;6.5;101.01967;0.00154;11.8008;746.87;3.12;-3.757;3.18604227;1330.36813
152.29;2000;152;700;7;101.01767;0.00641;11.64314;746.85;3.11;-3.631;2.79024621;1329.67676
152.30;2000;152;730;7.5;101.005;-0.0323;20.98499;746.38;3.10;-3.558;2.98114498;1329.34685
152.33;2000;152;800;8;101.00167;-0.09251;27.98744;746.36;3.07;-3.436;2.33461061;1329.19815
152.35;2000;152;830;8.5;101.00167;-0.11421;37.57953;745.55;3.17;-3.359;3.06786828;1328.21862
152.38;2000;152;900;9;101.009;0.20063;40.43744;745.51;3.21;-3.111;2.76621122;1328.53641
152.39;2000;152;930;9.5;101.00033;-0.1038;46.89524;745.88;3.22;-3.184;2.32131981;1328.46928
152.42;2000;152;1000;10;101.001;-0.23941;57.32433;745.71;3.22;-3.138;2.36813632;1328.33338
152.43;2000;152;1030;10.5;101.01133;0.45764;73.17443;746.85;3.32;-3.024;2.98620062;1328.38599
152.46;2000;152;1100;11;101.016;-0.44878;68.12497;745.80;3.33;-3.099;2.21562004;1328.32661
152.47;2000;152;1130;11.5;101.01933;-0.18192;95.9473;745.35;3.37;-2.978;3.12969624;1327.36098
152.50;2000;152;1200;12;101.02067;-0.44001;97.45347;744.26;3.33;-2.797;3.20216787;1325.82089
152.51;2000;152;1230;12.5;101.028;-0.14656;120.8917;731.29;3.55;-2.549;3.5770235;1325.57023
152.54;2000;152;1300;13;101.03567;-0.1526;98.9844;754.34;3.50;-2.583;4.28949933;1325.47439
152.55;2000;152;1330;13.5;101.029;-0.28389;136.4613;746.87;3.44;-2.586;3.94538967;1324.50841
152.58;2000;152;1400;14;101.01367;0.12113;135.22533;684.49;5.96;-2.433;3.157257057;1300
152.60;2000;152;1430;14.5;101.00933;0.29475;88.59364;743.89;3.35;-2.385;3.5789262;1321.58258
152.63;2000;152;1500;15;100.99633;-0.00568;89.86713;741.87;3.33;-2.128;3.96340453;1320.49977
152.64;2000;152;1530;15.5;100.985;-0.08646;75.9267;741.31;3.26;-2.026;3.76525458;1319.76062
152.67;2000;152;1600;16;100.97333;-0.06553;80.99387;740.42;3.24;-1.852;3.7713807;1317.91849
152.68;2000;152;1630;16.5;100.96166;0.55198;91.88741;740.17;3.22;-1.555;3.58548645;1316.92884
152.71;2000;152;1700;17;100.95533;-0.15856;100.98147;739.07;3.23;-1.39;3.56693651;1316.06035
152.72;2000;152;1730;17.5;100.94433;-0.16605;117.77264;738.55;3.16;-1.196;3.47687679;1314.37047
152.75;2000;152;1800;18;100.925;-0.02515;111.51154;738.38;3.26;-0.908;3.27383646;1313.62807
152.76;2000;152;1830;18.5;100.91967;-0.14396;74.43787;738.59;3.29;-0.97;2.80251137;1313.87814
152.79;2000;152;1900;19;100.91033;-0.095;70.95084;737.67;3.25;-1.077;3.06390648;1312.60208
152.80;2000;152;1930;19.5;100.90167;0.00997;90.78977;737.54;3.29;-0.704;3.25367476;1312.04502
152.83;2000;152;2000;20;100.88;0.06137;62.83607;737.42;3.34;-0.76;3.55540641;1312.04134
152.85;2000;152;2030;20.5;100.85567;0.34538;47.54324;737.86;3.46;-0.809;2.96374766;1312.25478
152.88;2000;152;2100;21;100.849;0.03604;26.15237;738.64;3.58;-1.016;2.63054769;1313.96777
152.89;2000;152;2130;21.5;100.83333;0.13985;25.91271;684.49;5.96;-1.315;2.217349593;1300
152.92;2000;152;2200;22;100.814;0.13911;25.93095;684.49;5.96;-1.487;1.2154922;1300
152.93;2000;152;2230;22.5;100.79767;0.18728;13.901;684.49;5.96;-1.749;1.093628007;1300
152.96;2000;152;2300;23;100.78467;0.1818;8.07084;684.49;5.96;-1.97;0.549256781;1300
152.97;2000;152;2330;23.5;100.76367;0.16397;6.18305;684.49;5.96;-2.053;0.0860926;1300
153.00;2000;153;0;0;100.73667;0.17273;3.38202;684.49;5.96;-2.093;0.222312631;1300
153.01;2000;153;30;0.5;100.71267;0.17393;3.17779;684.49;5.96;-2.159;0.631642319;1300
153.04;2000;153;100;1;100.69467;0.17273;4.72536;684.49;5.96;-2.292;0.75243515;1300
153.05;2000;153;130;1.5;100.66333;0.17146;6.43865;684.49;5.96;-2.41;0.84065945;1300
153.08;2000;153;200;2;100.62667;0.17722;5.23396;684.49;5.96;-2.485;1.276022507;1300
153.10;2000;153;230;2.5;100.59233;0.1707;6.24497;684.49;5.96;-2.525;2.04221335;1300
153.13;2000;153;300;3;100.55633;0.18695;9.00753;684.49;5.96;-2.58;3.307672337;1300
153.14;2000;153;330;3.5;100.529;0.14757;8.67203;684.49;5.96;-3.091;3.51760005;1300
153.17;2000;153;400;4;100.50333;0.1521;7.9156;684.49;5.96;-3.084;2.981558443;1300
153.18;2000;153;430;4.5;100.46567;0.15762;9.7805;684.49;5.96;-3.024;2.74157975;1300
153.21;2000;153;500;5;100.42433;0.17023;8.96843;684.49;5.96;-2.817;2.590468157;1300
153.22;2000;153;530;5.5;100.385;0.19139;13.30523;684.49;5.96;-2.586;3.1662295;1300
153.25;2000;153;600;6;100.35267;0.14315;22.65803;684.49;5.96;-2.451;3.786718957;1300
153.26;2000;153;630;6.5;100.314;0.09369;31.86843;684.49;5.96;-2.457;4.1620874;1300
153.29;2000;153;700;7;100.272;0.10625;34.89697;684.49;5.96;-2.509;5.106387357;1300
153.30;2000;153;730;7.5;100.23567;0.11447;40.19316;684.49;5.96;-2.466;5.49645985;1300
153.33;2000;153;800;8;100.20433;0.09525;48.42333;684.49;5.96;-2.454;5.888701713;1300
153.35;2000;153;830;8.5;100.17467;0.0653;56.47601;684.49;5.96;-2.398;6.031081993;1300
153.38;2000;153;900;9;100.14067;0.24195;61.15166;493.92;-0.35;-2.451;6.28871282;1322.68545
153.39;2000;153;930;9.5;100.114;0.25025;72.45933;493.90;-0.35;-2.424;6.53814732;1324.91021
153.42;2000;153;1000;10;100.08033;0.12625;93.14833;684.49;5.96;-2.397;6.900094;1300
153.43;2000;153;1030;10.5;100.063;0.12234;105.63367;684.49;5.96;-2.291;7.506468613;1300
153.46;2000;153;1100;11;100.03533;0.15009;125.12433;684.49;5.96;-2.19;7.996068;1300
153.47;2000;153;1130;11.5;100.03067;0.14623;136.59833;684.49;5.96;-2.144;7.954821693;1300
153.50;2000;153;1200;12;100.02633;1.22062;133.24167;493.84;-0.35;-2.087;7.73527809;1323.09716
153.51;2000;153;1230;12.5;100.02567;1.52456;138.92734;493.84;-0.35;-2.051;7.45169986;1323.53207
153.54;2000;153;1300;13;100.03133;1.1203;135.99001;493.89;-0.35;-2.189;8.07639352;1326.07096
153.55;2000;153;1330;13.5;100.04233;1.09439;139.15834;493.87;-0.35;-2.44;8.07979034;1326.3632
153.58;2000;153;1400;14;100.06;1.28429;160.951;493.89;-0.35;-2.357;7.98573152;1326.98522
153.60;2000;153;1430;14.5;100.076;1.66962;140.40733;493.92;-0.35;-2.494;8.13599865;1328.40562
153.63;2000;153;1500;15;100.08533;1.15094;142.62933;493.97;-0.35;-2.685;8.73345702;1329.35161
153.64;2000;153;1530;15.5;100.10033;1.32764;139.01801;493.98;-0.35;-2.914;8.25154154;1329.67794
153.67;2000;153;1600;16;100.13567;1.71631;140.74133;493.94;-0.35;-2.948;8.06886445;1329.93424
153.68;2000;153;1630;16.5;100.16367;1.55286;172.942;493.94;-0.35;-2.816;7.95879276;1329.91134
153.71;2000;153;1700;17;100.19167;1.53294;127.29134;493.99;-0.35;-2.998;7.63838894;1329.84403
153.72;2000;153;1730;17.5;100.224;1.03408;114.60199;494.00;-0.35;-3.041;7.05260771;1330.08346
153.75;2000;153;1800;18;100.25633;0.59912;101.85334;494.05;-0.35;-3.156;6.78171649;1331.76865
153.76;2000;153;1830;18.5;100.28667;0.55056;84.68433;494.08;-0.35;-3.486;6.73466541;1333.93072
153.79;2000;153;1900;19;100.31267;1.10071;64.63206;494.12;-0.34;-3.847;6.41183372;1334.57339
153.80;2000;153;1930;19.5;100.33833;1.1445;68.16293;494.08;-0.35;-3.975;6.41061897;1336.41577
153.83;2000;153;2000;20;100.36267;0.87008;72.11566;494.11;-0.35;-4.133;6.41477889;1336.84709
153.85;2000;153;2030;20.5;100.395;-0.03217;50.95357;494.13;-0.34;-4.378;6.0158683;1337.14743
153.88;2000;153;2100;21;100.42567;0.27482;9.21253;494.17;-0.34;-4.776;5.98003346;1336.58938
153.89;2000;153;2130;21.5;100.446;0.47549;10.5357;494.17;-0.34;-4.949;5.81535545;1336.80026
153.92;2000;153;2200;22;100.47267;0.19583;4.49543;494.18;-0.34;-5.162;5.55915822;1338.60736
153.93;2000;153;2230;22.5;100.493;-0.03796;-12.84237;494.18;-0.34;-5.614;5.56384464;1339.95128
153.96;2000;153;2300;23;100.50733;-0.09784;-32.6097;494.18;-0.34;-6.058;5.22100591;1340.38828
153.97;2000;153;2330;23.5;100.52667;0.17553;-34.48354;494.17;-0.34;-6.292;5.34042744;1340.10791
154.00;2000;154;0;0;100.549;0.01794;-20.53794;494.17;-0.34;-6.275;5.48741158;1340.0986
154.01;2000;154;30;0.5;100.57067;0.67116;-23.0653;494.26;-0.34;-6.317;5.31866908;1339.88073
154.04;2000;154;100;1;100.60367;0.16883;-22.12209;684.49;5.96;-6.307;5.096825707;1300
154.05;2000;154;130;1.5;100.63467;0.17399;-18.174;684.49;5.96;-6.191;4.896218513;1300
154.08;2000;154;200;2;100.66267;0.18457;-14.22317;684.49;5.96;-6.151;5.158159513;1300
154.10;2000;154;230;2.5;100.689;0.18778;-14.1163;684.49;5.96;-6.187;5.223243093;1300
154.13;2000;154;300;3;100.71367;0.2044;-7.5626;684.49;5.96;-6.055;4.883442943;1300
154.14;2000;154;330;3.5;100.73633;0.16475;-2.6146;684.49;5.96;-6.017;4.814395457;1300
154.17;2000;154;400;4;100.753;0.16694;-2.18123;494.16;-0.34;-5.945;5.07015816;1339.97305
154.18;2000;154;430;4.5;100.77433;0.56913;-3.78216;494.16;-0.34;-6.11;5.68700218;1340.71251
154.21;2000;154;500;5;100.79633;0.36664;-0.67143;494.16;-0.34;-6.103;6.39842513;1340.92529
154.22;2000;154;530;5.5;100.82033;0.50919;5.6654;494.15;-0.34;-6.226;6.49537004;1341.50237
154.25;2000;154;600;6;100.84967;0.59107;20.33763;494.15;-0.34;-6.233;6.0634062;1341.91819
154.26;2000;154;630;6.5;100.86867;0.54879;22.4119;494.15;-0.34;-6.242;5.87217053;1342.01227
154.29;2000;154;700;7;100.895;0.36425;30.824;494.15;-0.34;-6.154;5.16472805;1342.07378
154.30;2000;154;730;7.5;100.923;0.66211;33.862;494.13;-0.34;-6.058;5.06105104;1342.20782
154.33;2000;154;800;8;100.94333;0.66596;37.56033;494.13;-0.34;-6.037;4.65800383;1342.3014
154.35;2000;154;830;8.5;100.961;0.54765;56.64833;494.09;-0.34;-5.918;4.58839247;1343.39405
154.38;2000;154;900;9;100.96867;0.37204;79.25934;684.49;5.96;-5.756;4.264185493;1300
154.39;2000;154;930;9.5;100.96267;-0.09812;75.32433;737.04;0.71;-5.635;4.13151437;1349.21456
154.42;2000;154;1000;10;100.98033;0.76038;87.03033;735.99;0.70;-5.439;5.31651054;1349.33747
154.43;2000;154;1030;10.5;101.005;-0.03358;111.651;735.83;0.69;-5.26;5.24754274;1350.23112
154.46;2000;154;1100;11;101.029;-0.06478;97.60833;736.43;0.67;-5.305;4.69728238;1350.95168
154.47;2000;154;1130;11.5;101.04967;-0.29958;128.533;733.87;0.67;-5.058;3.9887685;1350.34959
154.50;2000;154;1200;12;101.06267;-0.12177;142.50267;734.66;0.69;-4.726;3.1894979;1349.47748
154.51;2000;154;1230;12.5;101.07;0.51655;151.28166;684.49;5.96;-4.496;2.970630763;1300
154.54;2000;154;1300;13;101.07833;0.02569;150.16867;734.94;2.90;-4.565;3.20856;1349.47
154.55;2000;154;1330;13.5;101.08867;-0.24425;148.89566;733.30;2.89;-3.882;2.40201;1348.53
154.58;2000;154;1400;14;101.106;-0.02403;175.868;733.67;2.74;-3.758;2.70964;1347.97
154.60;2000;154;1430;14.5;101.117;-0.35632;169.25833;733.22;2.81;-2.914;1.42791;1348.13
154.63;2000;154;1500;15;101.11133;-0.10218;207.18233;684.49;5.96;-1.719;0.937133043;1300
154.64;2000;154;1530;15.5;101.11867;-0.37036;170.37767;737.30;2.87;-2.041;1.09562;1345.89
154.67;2000;154;1600;16;101.13333;-0.09744;201.084;684.49;5.96;-1.196;1.1171438;1300
154.68;2000;154;1630;16.5;101.15033;-0.04874;203.153;684.49;5.96;-1.914;1.18728935;1300
154.71;2000;154;1700;17;101.17;0.09764;190.08267;684.49;5.96;-2.203;1.054363693;1300
154.72;2000;154;1730;17.5;101.18767;-0.08857;215.00667;684.49;5.96;-2.134;1.0080285;1300
154.75;2000;154;1800;18;101.21;0.17001;121.54766;733.98;3.07;-2.695;1.12792;1342.05
154.76;2000;154;1830;18.5;101.227;-0.29511;157.42734;733.30;3.21;-2.758;1.52092;1341.53
154.79;2000;154;1900;19;101.23967;0.018;107.97533;731.52;3.12;-3.13;1.36427;1338.66
154.80;2000;154;1930;19.5;101.26267;-0.28192;93.6028;731.41;3.15;-3.144;1.18607;1333.88
154.83;2000;154;2000;20;101.28667;0.11378;75.28777;735.52;3.35;-3.117;1.21954;1333.18
154.85;2000;154;2030;20.5;101.32333;-0.20934;64.74923;731.29;3.31;-3.147;2.29653;1332.03
154.88;2000;154;2100;21;101.356;-0.03039;52.97647;731.69;3.24;-3.502;3.87799;1331.77
154.89;2000;154;2130;21.5;101.37867;0.0089;49.32537;731.89;2.96;-3.641;3.5707;1333.31
154.92;2000;154;2200;22;101.40567;0.25642;2.92529;733.29;2.84;-3.763;2.9629;1335.24
154.93;2000;154;2230;22.5;101.42767;0.28522;-22.88327;734.31;2.76;-4.236;2.4015;1334.74
154.96;2000;154;2300;23;101.45333;0.17063;-39.82284;737.03;2.87;-5.075;1.87363;1337.38
154.97;2000;154;2330;23.5;101.48033;0.12331;-41.05087;739.79;2.87;-5.867;1.61148;1340.28
155.00;2000;155;0;0;101.50767;0.04154;-50.8792;739.32;2.87;-5.723;1.98958;1340.31
155.01;2000;155;30;0.5;101.53733;0.21512;-59.37473;739.69;2.90;-5.93;1.69197;1339.52
155.04;2000;155;100;1;101.55;0.27526;-23.11215;738.85;2.96;-5.509;1.36506;1337.32
155.05;2000;155;130;1.5;101.558;0.17972;-13.79473;740.62;3.01;-5.303;1.58176;1336.94
155.08;2000;155;200;2;101.56567;0.21498;-9.75197;684.49;5.96;-4.6;4.343142707;1300
155.10;2000;155;230;2.5;101.571;0.41023;-8.39036;735.40;3.33;-4.785;4.3233;1337.02
155.13;2000;155;300;3;101.585;-0.02278;-28.24077;736.63;3.19;-5.429;3.65585;1340.19
155.14;2000;155;330;3.5;101.603;0.3381;-41.65834;740.11;2.98;-6.236;3.63587;1343.42
155.17;2000;155;400;4;101.615;0.18361;-27.5369;684.49;5.96;-7.01;2.9746751;1300
155.18;2000;155;430;4.5;101.61133;-0.52334;-6.4993;741.09;2.94;-6.585;2.92444;1343.62
155.21;2000;155;500;5;101.62633;0.92875;28.83546;741.96;3.24;-5.346;3.22977;1335.33
155.22;2000;155;530;5.5;101.653;-0.52044;25.98743;736.66;3.09;-5.173;3.78851;1333.68
155.25;2000;155;600;6;101.66533;0.31791;48.39353;735.79;3.10;-5.226;3.62419;1334.45
155.26;2000;155;630;6.5;101.68333;-0.03842;57.06077;736.25;3.17;-5.165;3.74286;1335.25
155.29;2000;155;700;7;101.696;1.32615;79.82003;737.90;3.11;-5.395;3.66868;1338.99
155.30;2000;155;730;7.5;101.69633;0.82497;101.0952;738.34;3.08;-5.254;3.66196;1340.16
155.33;2000;155;800;8;101.69;-0.24807;122.86266;738.32;3.05;-5.209;4.19134;1338.7
155.35;2000;155;830;8.5;101.688;0.02134;136.71133;737.42;3.13;-4.909;4.33164;1338.26
155.38;2000;155;900;9;101.69;0.40999;141.16966;684.49;5.96;-4.558;4.430322457;1300
155.39;2000;155;930;9.5;101.68733;0.3408;177.53833;735.32;3.17;-4.322;4.66698;1337.39
155.42;2000;155;1000;10;101.68;0.34995;226.03166;733.58;3.18;-3.788;4.73679;1336.17
155.43;2000;155;1030;10.5;101.68;-0.54484;273.15033;732.27;3.14;-3.272;4.83498;1335.99
155.46;2000;155;1100;11;101.67567;-0.09965;274.341;731.87;3.12;-3.093;4.94735;1339.68
155.47;2000;155;1130;11.5;101.66767;-0.11539;284.89368;731.59;3.06;-2.848;5.14519;1338.67
155.50;2000;155;1200;12;101.65233;-0.42342;279.24777;730.12;3.05;-2.726;4.69907;1338.05
155.51;2000;155;1230;12.5;101.64467;0.82025;328.03177;728.88;3.05;-2.428;4.76143;1338.26
155.54;2000;155;1300;13;101.64167;-0.05608;347.57367;728.86;3.14;-2.047;4.56483;1337.29
155.55;2000;155;1330;13.5;101.63167;-0.24039;356.32733;728.84;3.23;-1.921;4.56502;1336.35
155.58;2000;155;1400;14;101.62233;0.05182;338.495;728.77;3.37;-1.856;4.65013;1335.77
155.60;2000;155;1430;14.5;101.60433;0.04527;359.70132;726.05;3.23;-1.716;4.73108;1334.87
155.63;2000;155;1500;15;101.58767;0.62507;327.31967;733.14;3.20;-1.573;4.49756;1333.89
155.64;2000;155;1530;15.5;101.57233;0.78774;336.01965;731.64;3.33;-1.386;4.20869;1333.12
155.67;2000;155;1600;16;101.54533;-0.2236;352.01068;726.31;3.38;-1.015;3.83716;1331.35
155.68;2000;155;1630;16.5;101.51867;-0.35749;313.51041;725.44;3.39;-0.923;3.82881;1330.77
155.71;2000;155;1700;17;101.50233;-0.36411;276.35535;724.83;3.49;-0.753;3.51372;1330.01
155.72;2000;155;1730;17.5;101.47433;-0.52021;243.99324;724.67;3.54;-0.845;2.7305;1329.44
155.75;2000;155;1800;18;101.44567;0.09077;266.62833;725.08;3.74;-0.603;2.10422;1329.32
155.76;2000;155;1830;18.5;101.412;-0.36794;207.24643;724.20;3.86;-0.654;1.59765;1329.09
155.79;2000;155;1900;19;101.374;-0.4682;183.88643;723.01;3.89;-0.416;2.30612;1327.28
155.80;2000;155;1930;19.5;101.32833;-0.53752;111.24503;722.12;4.03;-0.651;3.18154;1325.13
155.83;2000;155;2000;20;101.28967;0.06243;100.508;684.49;5.96;-0.496;3.110680893;1300
155.85;2000;155;2030;20.5;101.244;-0.04684;85.5992;684.49;5.96;0.063;2.75797115;1300
155.88;2000;155;2100;21;101.219;0.01413;61.77327;684.49;5.96;0.006;3.074094807;1300
155.89;2000;155;2130;21.5;101.19233;0.04053;41.16543;719.10;3.87;0.066;3.48975;1316.17
155.92;2000;155;2200;22;101.156;0.0446;46.31403;718.54;4.07;0.209;3.16496;1315.28
155.93;2000;155;2230;22.5;101.12067;0.14875;24.90049;717.87;4.10;0.335;3.56473;1314.11
155.96;2000;155;2300;23;101.09067;0.12544;8.15797;718.16;4.25;0.167;3.81219;1314.39
